msg,before,after
b'',1582887422.5701668,1582887424.5763223
b'',1582887424.5763223,1582887426.5840216
b'',1582887426.5840216,1582887428.5976436
b'',1582887428.5976436,1582887430.6011117
b'',1582887430.6011117,1582887432.6011193
b'',1582887432.6011193,1582887434.6125062
b'',1582887434.6125062,1582887436.613828
b'',1582887436.613828,1582887438.616875
b'',1582887438.616875,1582887440.6200716
b'',1582887440.6200716,1582887442.624943
b'',1582887442.624943,1582887444.632189
b'',1582887444.632189,1582887446.6329007
b'',1582887446.6329007,1582887448.6411648
b'',1582887448.6411648,1582887450.6414075
b'',1582887450.6414075,1582887452.6531074
b'',1582887452.6531074,1582887454.665096
b'',1582887454.665096,1582887456.677257
b'',1582887456.677257,1582887458.6885524
b'',1582887458.6885524,1582887460.7032359
b'',1582887460.7032359,1582887462.7066975
b'',1582887462.7066975,1582887464.718139
b'',1582887464.718139,1582887466.7338493
b'',1582887466.7338493,1582887468.7381651
b'',1582887468.7381651,1582887470.7421622
b'',1582887470.7421622,1582887472.7457666
b'',1582887472.7457666,1582887474.755133
b'',1582887474.755133,1582887476.755371
b'',1582887476.755371,1582887478.7576396
b'',1582887478.7576396,1582887480.770489
b'',1582887480.770489,1582887482.7706106
b'',1582887482.7706106,1582887484.7749436
b'',1582887484.7749436,1582887486.7902052
b'',1582887486.7902052,1582887488.7979004
b'',1582887488.7979004,1582887490.8129766
b'',1582887490.8129766,1582887492.8167171
b'',1582887492.8167171,1582887494.8169537
b'',1582887494.8169537,1582887496.8293056
b'',1582887496.8293056,1582887498.8441758
b'',1582887498.8441758,1582887500.8478022
b'',1582887500.8478022,1582887502.8580425
b'',1582887502.8580425,1582887504.8613398
b'',1582887504.8613398,1582887506.8649175
b'',1582887506.8649175,1582887508.878641
b'',1582887508.878641,1582887510.8905718
b'',1582887510.8905718,1582887512.891453
b'',1582887512.891453,1582887514.8960302
b'',1582887514.8960302,1582887516.9092214
b'',1582887516.9092214,1582887518.909457
b'',1582887518.909457,1582887520.9227493
b'',1582887520.9227493,1582887522.9298944
b'',1582887522.9298944,1582887524.936669
b'',1582887524.936669,1582887526.9383564
b'',1582887526.9383564,1582887528.9531708
b'',1582887528.9531708,1582887530.9601097
b'',1582887530.9601097,1582887532.9666517
b'',1582887532.9666517,1582887534.9758253
b'',1582887534.9758253,1582887536.984562
b'',1582887536.984562,1582887538.9849007
b'',1582887538.9849007,1582887540.994208
b'',1582887540.994208,1582887542.9949825
b'',1582887542.9949825,1582887545.0025427
b'',1582887545.0025427,1582887547.013662
b'',1582887547.013662,1582887549.0142205
b'',1582887549.0142205,1582887551.024015
b'',1582887551.024015,1582887553.0249512
b'',1582887553.0249512,1582887555.0376396
b'',1582887555.0376396,1582887557.0528805
b'',1582887557.0528805,1582887559.0548685
b'',1582887559.0548685,1582887561.0661836
b'',1582887561.0661836,1582887563.0805037
b'',1582887563.0805037,1582887565.0883503
b'',1582887565.0883503,1582887567.090526
b'',1582887567.090526,1582887569.0909262
b'',1582887569.0909262,1582887571.1042929
b'',1582887571.1042929,1582887573.110023
b'',1582887573.110023,1582887575.1201723
b'',1582887575.1201723,1582887577.1215286
b'',1582887577.1215286,1582887579.123335
b'',1582887579.123335,1582887581.1305342
b'',1582887581.1305342,1582887583.1421702
b'',1582887583.1421702,1582887585.1532764
b'',1582887585.1532764,1582887587.1562731
b'',1582887587.1562731,1582887589.158109
b'',1582887589.158109,1582887591.1701658
b'',1582887591.1701658,1582887593.1783407
b'',1582887593.1783407,1582887595.179861
b'',1582887595.179861,1582887597.2007873
b'',1582887597.2007873,1582887599.2132063
b'',1582887599.2132063,1582887601.2211263
b'',1582887601.2211263,1582887603.228257
b'',1582887603.228257,1582887605.2304268
b'',1582887605.2304268,1582887607.2436082
b'',1582887607.2436082,1582887609.2520766
b'',1582887609.2520766,1582887611.2632375
b'',1582887611.2632375,1582887613.2705352
b'',1582887613.2705352,1582887615.2786977
b'',1582887615.2786977,1582887617.287274
b'',1582887617.287274,1582887619.3003879
b'',1582887619.3003879,1582887621.303177
b'',1582887621.303177,1582887623.3050792
b'',1582887623.3050792,1582887625.3188484
b'',1582887625.3188484,1582887627.3195658
b'',1582887627.3195658,1582887629.323962
b'',1582887629.323962,1582887631.3278794
b'',1582887631.3278794,1582887633.328824
b'',1582887633.328824,1582887635.3392792
b'',1582887635.3392792,1582887637.3472605
b'',1582887637.3472605,1582887639.3500388
b'',1582887639.3500388,1582887641.3610535
b'',1582887641.3610535,1582887643.3728552
b'',1582887643.3728552,1582887645.3730938
b'',1582887645.3730938,1582887647.3849895
b'',1582887647.3849895,1582887649.3952763
b'',1582887649.3952763,1582887651.4083977
b'',1582887651.4083977,1582887653.4121718
b'',1582887653.4121718,1582887655.4124074
b'',1582887655.4124074,1582887657.4241328
b'',1582887657.4241328,1582887659.4247923
b'',1582887659.4247923,1582887661.4306047
b'',1582887661.4306047,1582887663.4538522
b'',1582887663.4538522,1582887665.4623308
b'',1582887665.4623308,1582887667.4693875
b'',1582887667.4693875,1582887669.4713368
b'',1582887669.4713368,1582887671.474665
b'',1582887671.474665,1582887673.4861376
b'',1582887673.4861376,1582887675.4925454
b'',1582887675.4925454,1582887677.5037353
b'',1582887677.5037353,1582887679.5150588
b'',1582887679.5150588,1582887681.527145
b'',1582887681.527145,1582887683.529017
b'',1582887683.529017,1582887685.531297
b'',1582887685.531297,1582887687.5320199
b'',1582887687.5320199,1582887689.532264
b'',1582887689.532264,1582887691.5335035
b'',1582887691.5335035,1582887693.5344977
b'',1582887693.5344977,1582887695.5349731
b'',1582887695.5349731,1582887697.5457485
b'',1582887697.5457485,1582887699.5543795
b'',1582887699.5543795,1582887701.5669682
b'',1582887701.5669682,1582887703.5730798
b'',1582887703.5730798,1582887705.579028
b'',1582887705.579028,1582887707.5801818
b'',1582887707.5801818,1582887709.5851758
b'',1582887709.5851758,1582887711.5887804
b'',1582887711.5887804,1582887713.5913627
b'',1582887713.5913627,1582887715.6069162
b'',1582887715.6069162,1582887717.618304
b'',1582887717.618304,1582887719.6268609
b'',1582887719.6268609,1582887721.632955
b'',1582887721.632955,1582887723.6391745
b'',1582887723.6391745,1582887725.6521568
b'',1582887725.6521568,1582887727.662633
b'',1582887727.662633,1582887729.6628685
b'',1582887729.6628685,1582887731.672197
b'',1582887731.672197,1582887733.6770477
b'',1582887733.6770477,1582887735.6866767
b'',1582887735.6866767,1582887737.6994238
b'',1582887737.6994238,1582887739.705914
b'',1582887739.705914,1582887741.714168
b'',1582887741.714168,1582887743.7223608
b'',1582887743.7223608,1582887745.7344728
b'',1582887745.7344728,1582887747.7375748
b'',1582887747.7375748,1582887749.7500458
b'',1582887749.7500458,1582887751.750275
b'',1582887751.750275,1582887753.7634213
b'',1582887753.7634213,1582887755.7780743
b'',1582887755.7780743,1582887757.7862256
b'',1582887757.7862256,1582887759.7989287
b'',1582887759.7989287,1582887761.8022406
b'',1582887761.8022406,1582887763.814433
b'',1582887763.814433,1582887765.827061
b'',1582887765.827061,1582887767.8420818
b'',1582887767.8420818,1582887769.853069
b'',1582887769.853069,1582887771.8662772
b'',1582887771.8662772,1582887773.8710568
b'',1582887773.8710568,1582887775.8740463
b'',1582887775.8740463,1582887777.8873568
b'',1582887777.8873568,1582887779.8992677
b'',1582887779.8992677,1582887781.908492
b'',1582887781.908492,1582887783.9165504
b'',1582887783.9165504,1582887785.9302619
b'',1582887785.9302619,1582887787.9406848
b'',1582887787.9406848,1582887789.953138
b'',1582887789.953138,1582887791.9579296
b'',1582887791.9579296,1582887793.9603739
b'',1582887793.9603739,1582887795.9734454
b'',1582887795.9734454,1582887797.9808583
b'',1582887797.9808583,1582887799.9824448
b'',1582887799.9824448,1582887801.9897535
b'',1582887801.9897535,1582887803.992847
b'',1582887803.992847,1582887806.0189664
b'',1582887806.0189664,1582887808.0295405
b'',1582887808.0295405,1582887810.0380812
b'',1582887810.0380812,1582887812.0409641
b'',1582887812.0409641,1582887814.0417225
b'',1582887814.0417225,1582887816.0494628
b'',1582887816.0494628,1582887818.05351
b'',1582887818.05351,1582887820.0536532
b'',1582887820.0536532,1582887822.0636122
b'',1582887822.0636122,1582887824.0708373
b'',1582887824.0708373,1582887826.071966
b'',1582887826.071966,1582887828.0834184
b'',1582887828.0834184,1582887830.097261
b'',1582887830.097261,1582887832.1103516
b'',1582887832.1103516,1582887834.1222901
b'',1582887834.1222901,1582887836.1292377
b'',1582887836.1292377,1582887838.1337225
b'',1582887838.1337225,1582887840.1339567
b'',1582887840.1339567,1582887842.139909
b'',1582887842.139909,1582887844.1445587
b'',1582887844.1445587,1582887846.1565294
b'',1582887846.1565294,1582887848.1579795
b'',1582887848.1579795,1582887850.1664999
b'',1582887850.1664999,1582887852.1687975
b'',1582887852.1687975,1582887854.1771853
b'',1582887854.1771853,1582887856.1774259
b'',1582887856.1774259,1582887858.1834126
b'',1582887858.1834126,1582887860.1855512
b'',1582887860.1855512,1582887862.1905606
b'',1582887862.1905606,1582887864.1948473
b'',1582887864.1948473,1582887866.2063525
b'',1582887866.2063525,1582887868.2083776
b'',1582887868.2083776,1582887870.2221777
b'',1582887870.2221777,1582887872.2269833
b'',1582887872.2269833,1582887874.2400146
b'',1582887874.2400146,1582887876.2507615
b'',1582887876.2507615,1582887878.261446
b'',1582887878.261446,1582887880.2769017
b'',1582887880.2769017,1582887882.2788734
b'',1582887882.2788734,1582887884.2795894
b'',1582887884.2795894,1582887886.290355
b'',1582887886.290355,1582887888.294022
b'',1582887888.294022,1582887890.2958398
b'',1582887890.2958398,1582887892.2981892
b'',1582887892.2981892,1582887894.3041925
b'',1582887894.3041925,1582887896.3201902
b'',1582887896.3201902,1582887898.335076
b'',1582887898.335076,1582887900.3424153
b'',1582887900.3424153,1582887902.346111
b'',1582887902.346111,1582887904.3538654
b'',1582887904.3538654,1582887906.3553867
b'',1582887906.3553867,1582887908.3706007
b'',1582887908.3706007,1582887910.3715677
b'',1582887910.3715677,1582887912.3829489
b'',1582887912.3829489,1582887914.3962421
b'',1582887914.3962421,1582887916.4036393
b'',1582887916.4036393,1582887918.4040327
b'',1582887918.4040327,1582887920.4069412
b'',1582887920.4069412,1582887922.4080207
b'',1582887922.4080207,1582887924.4159944
b'',1582887924.4159944,1582887926.4204497
b'',1582887926.4204497,1582887928.4219952
b'',1582887928.4219952,1582887930.429455
b'',1582887930.429455,1582887932.4296925
b'',1582887932.4296925,1582887934.4299273
b'',1582887934.4299273,1582887936.4380605
b'',1582887936.4380605,1582887938.4513714
b'',1582887938.4513714,1582887940.4531863
b'',1582887940.4531863,1582887942.4568615
b'',1582887942.4568615,1582887944.4724123
b'',1582887944.4724123,1582887946.4724672
b'',1582887946.4724672,1582887948.4828653
b'',1582887948.4828653,1582887950.488089
b'',1582887950.488089,1582887952.4914596
b'',1582887952.4914596,1582887954.5046682
b'',1582887954.5046682,1582887956.505166
b'',1582887956.505166,1582887958.5090446
b'',1582887958.5090446,1582887960.5198998
b'',1582887960.5198998,1582887962.520238
b'',1582887962.520238,1582887964.5268955
b'',1582887964.5268955,1582887966.5362217
b'',1582887966.5362217,1582887968.5499756
b'',1582887968.5499756,1582887970.554726
b'',1582887970.554726,1582887972.5618322
b'',1582887972.5618322,1582887974.5739872
b'',1582887974.5739872,1582887976.577696
b'',1582887976.577696,1582887978.5924215
b'',1582887978.5924215,1582887980.594436
b'',1582887980.594436,1582887982.6040547
b'',1582887982.6040547,1582887984.6144412
b'',1582887984.6144412,1582887986.6146705
b'',1582887986.6146705,1582887988.6266394
b'',1582887988.6266394,1582887990.6269126
b'',1582887990.6269126,1582887992.6321764
b'',1582887992.6321764,1582887994.6349103
b'',1582887994.6349103,1582887996.6422048
b'',1582887996.6422048,1582887998.65417
b'',1582887998.65417,1582888000.6603003
b'',1582888000.6603003,1582888002.669458
b'',1582888002.669458,1582888004.6785097
b'',1582888004.6785097,1582888006.6805007
b'',1582888006.6805007,1582888008.6807334
b'',1582888008.6807334,1582888010.693532
b'',1582888010.693532,1582888012.69561
b'',1582888012.69561,1582888014.6970205
b'',1582888014.6970205,1582888016.7096367
b'',1582888016.7096367,1582888018.7099767
b'',1582888018.7099767,1582888020.7163496
b'',1582888020.7163496,1582888022.716631
b'',1582888022.716631,1582888024.7240067
b'',1582888024.7240067,1582888026.7292538
b'',1582888026.7292538,1582888028.7414567
b'',1582888028.7414567,1582888030.7504647
b'',1582888030.7504647,1582888032.7609422
b'',1582888032.7609422,1582888034.7733288
b'',1582888034.7733288,1582888036.775129
b'',1582888036.775129,1582888038.7883074
b'',1582888038.7883074,1582888040.7902927
b'',1582888040.7902927,1582888042.7965927
b'',1582888042.7965927,1582888044.810619
b'',1582888044.810619,1582888046.8134954
b'',1582888046.8134954,1582888048.8270943
b'',1582888048.8270943,1582888050.840109
b'',1582888050.840109,1582888052.8406017
b'',1582888052.8406017,1582888054.8544693
b'',1582888054.8544693,1582888056.8569033
b'',1582888056.8569033,1582888058.8650959
b'',1582888058.8650959,1582888060.8769321
b'',1582888060.8769321,1582888062.891857
b'',1582888062.891857,1582888064.9072604
b'',1582888064.9072604,1582888066.9090242
b'',1582888066.9090242,1582888068.914607
b'',1582888068.914607,1582888070.918724
b'',1582888070.918724,1582888072.9313142
b'',1582888072.9313142,1582888074.9347217
b'',1582888074.9347217,1582888076.942366
b'',1582888076.942366,1582888078.9463177
b'',1582888078.9463177,1582888080.9535472
b'',1582888080.9535472,1582888082.953832
b'',1582888082.953832,1582888084.968682
b'',1582888084.968682,1582888086.9792728
b'',1582888086.9792728,1582888088.9819672
b'',1582888088.9819672,1582888090.9923804
b'',1582888090.9923804,1582888093.0063589
b'',1582888093.0063589,1582888095.0216253
b'',1582888095.0216253,1582888097.0317628
b'',1582888097.0317628,1582888099.0320065
b'',1582888099.0320065,1582888101.0332568
b'',1582888101.0332568,1582888103.043384
b'',1582888103.043384,1582888105.0520413
b'',1582888105.0520413,1582888107.0523355
b'',1582888107.0523355,1582888109.0599763
b'',1582888109.0599763,1582888111.0664153
b'',1582888111.0664153,1582888113.0720284
b'',1582888113.0720284,1582888115.0722806
b'',1582888115.0722806,1582888117.0786724
b'',1582888117.0786724,1582888119.0889769
b'',1582888119.0889769,1582888121.1034572
b'',1582888121.1034572,1582888123.1082299
b'',1582888123.1082299,1582888125.1185713
b'',1582888125.1185713,1582888127.1339967
b'',1582888127.1339967,1582888129.140713
b'',1582888129.140713,1582888131.1552162
b'',1582888131.1552162,1582888133.155425
b'',1582888133.155425,1582888135.156179
b'',1582888135.156179,1582888137.1565123
b'',1582888137.1565123,1582888139.1567528
b'',1582888139.1567528,1582888141.1645458
b'',1582888141.1645458,1582888143.1691766
b'',1582888143.1691766,1582888145.17713
b'',1582888145.17713,1582888147.19019
b'',1582888147.19019,1582888149.19042
b'',1582888149.19042,1582888151.191914
b'',1582888151.191914,1582888153.2055948
b'',1582888153.2055948,1582888155.2122824
b'',1582888155.2122824,1582888157.223428
b'',1582888157.223428,1582888159.2242436
b'',1582888159.2242436,1582888161.2354207
b'',1582888161.2354207,1582888163.2501762
b'',1582888163.2501762,1582888165.2612114
b'',1582888165.2612114,1582888167.2627356
b'',1582888167.2627356,1582888169.2721858
b'',1582888169.2721858,1582888171.2723746
b'',1582888171.2723746,1582888173.2753913
b'',1582888173.2753913,1582888175.2848225
b'',1582888175.2848225,1582888177.2872324
b'',1582888177.2872324,1582888179.3019066
b'',1582888179.3019066,1582888181.313975
b'',1582888181.313975,1582888183.3293989
b'',1582888183.3293989,1582888185.3296955
b'',1582888185.3296955,1582888187.3362355
b'',1582888187.3362355,1582888189.3496606
b'',1582888189.3496606,1582888191.3590705
b'',1582888191.3590705,1582888193.36576
b'',1582888193.36576,1582888195.368866
b'',1582888195.368866,1582888197.3778143
b'',1582888197.3778143,1582888199.391016
b'',1582888199.391016,1582888201.402476
b'',1582888201.402476,1582888203.4151866
b'',1582888203.4151866,1582888205.4208453
b'',1582888205.4208453,1582888207.4283168
b'',1582888207.4283168,1582888209.4376502
b'',1582888209.4376502,1582888211.4512594
b'',1582888211.4512594,1582888213.4594579
b'',1582888213.4594579,1582888215.4698143
b'',1582888215.4698143,1582888217.48443
b'',1582888217.48443,1582888219.4945533
b'',1582888219.4945533,1582888221.5005038
b'',1582888221.5005038,1582888223.5152693
b'',1582888223.5152693,1582888225.5154839
b'',1582888225.5154839,1582888227.5169225
b'',1582888227.5169225,1582888229.5324411
b'',1582888229.5324411,1582888231.5326798
b'',1582888231.5326798,1582888233.5440402
b'',1582888233.5440402,1582888235.5463147
b'',1582888235.5463147,1582888237.5592635
b'',1582888237.5592635,1582888239.5678542
b'',1582888239.5678542,1582888241.5711067
b'',1582888241.5711067,1582888243.5772946
b'',1582888243.5772946,1582888245.590562
b'',1582888245.590562,1582888247.5920882
b'',1582888247.5920882,1582888249.5986073
b'',1582888249.5986073,1582888251.6130345
b'',1582888251.6130345,1582888253.6224282
b'',1582888253.6224282,1582888255.6310632
b'',1582888255.6310632,1582888257.6381202
b'',1582888257.6381202,1582888259.6384714
b'',1582888259.6384714,1582888261.647949
b'',1582888261.647949,1582888263.6578636
b'',1582888263.6578636,1582888265.6691399
b'',1582888265.6691399,1582888267.6802182
b'',1582888267.6802182,1582888269.690284
b'',1582888269.690284,1582888271.7048416
b'',1582888271.7048416,1582888273.70947
b'',1582888273.70947,1582888275.7104125
b'',1582888275.7104125,1582888277.7166028
b'',1582888277.7166028,1582888279.7184792
b'',1582888279.7184792,1582888281.7238305
b'',1582888281.7238305,1582888283.7321334
b'',1582888283.7321334,1582888285.7448502
b'',1582888285.7448502,1582888287.745307
b'',1582888287.745307,1582888289.752671
b'',1582888289.752671,1582888291.7614834
b'',1582888291.7614834,1582888293.7749643
b'',1582888293.7749643,1582888295.7755477
b'',1582888295.7755477,1582888297.7901607
b'',1582888297.7901607,1582888299.802603
b'',1582888299.802603,1582888301.810797
b'',1582888301.810797,1582888303.8164964
b'',1582888303.8164964,1582888305.8271372
b'',1582888305.8271372,1582888307.8405888
b'',1582888307.8405888,1582888309.84386
b'',1582888309.84386,1582888311.8444967
b'',1582888311.8444967,1582888313.8527002
b'',1582888313.8527002,1582888315.8575087
b'',1582888315.8575087,1582888317.8699734
b'',1582888317.8699734,1582888319.876183
b'',1582888319.876183,1582888321.8823354
b'',1582888321.8823354,1582888323.888864
b'',1582888323.888864,1582888325.8891046
b'',1582888325.8891046,1582888327.9033146
b'',1582888327.9033146,1582888329.9123268
b'',1582888329.9123268,1582888331.925306
b'',1582888331.925306,1582888333.9288924
b'',1582888333.9288924,1582888335.9444544
b'',1582888335.9444544,1582888337.9499679
b'',1582888337.9499679,1582888339.9647486
b'',1582888339.9647486,1582888341.9788487
b'',1582888341.9788487,1582888343.986322
b'',1582888343.986322,1582888346.0017705
b'',1582888346.0017705,1582888348.0160763
b'',1582888348.0160763,1582888350.0257077
b'',1582888350.0257077,1582888352.0284004
b'',1582888352.0284004,1582888354.0482743
b'',1582888354.0482743,1582888356.0537825
b'',1582888356.0537825,1582888358.0689979
b'',1582888358.0689979,1582888360.0845408
b'',1582888360.0845408,1582888362.0945735
b'',1582888362.0945735,1582888364.1052966
b'',1582888364.1052966,1582888366.1075876
b'',1582888366.1075876,1582888368.117374
b'',1582888368.117374,1582888370.1308303
b'',1582888370.1308303,1582888372.1434348
b'',1582888372.1434348,1582888374.158974
b'',1582888374.158974,1582888376.1615484
b'',1582888376.1615484,1582888378.1713037
b'',1582888378.1713037,1582888380.1798813
b'',1582888380.1798813,1582888382.1861458
b'',1582888382.1861458,1582888384.2004573
b'',1582888384.2004573,1582888386.208386
b'',1582888386.208386,1582888388.2151163
b'',1582888388.2151163,1582888390.221105
b'',1582888390.221105,1582888392.2234685
b'',1582888392.2234685,1582888394.236891
b'',1582888394.236891,1582888396.242746
b'',1582888396.242746,1582888398.2501106
b'',1582888398.2501106,1582888400.2618134
b'',1582888400.2618134,1582888402.2692933
b'',1582888402.2692933,1582888404.2810607
b'',1582888404.2810607,1582888406.2887971
b'',1582888406.2887971,1582888408.2988749
b'',1582888408.2988749,1582888410.310754
b'',1582888410.310754,1582888412.3261106
b'',1582888412.3261106,1582888414.3366985
b'',1582888414.3366985,1582888416.349763
b'',1582888416.349763,1582888418.3589396
b'',1582888418.3589396,1582888420.371514
b'',1582888420.371514,1582888422.381744
b'',1582888422.381744,1582888424.3959377
b'',1582888424.3959377,1582888426.407683
b'',1582888426.407683,1582888428.4133334
b'',1582888428.4133334,1582888430.4258795
b'',1582888430.4258795,1582888432.4416015
b'',1582888432.4416015,1582888434.4466836
b'',1582888434.4466836,1582888436.4568834
b'',1582888436.4568834,1582888438.4606352
b'',1582888438.4606352,1582888440.4697661
b'',1582888440.4697661,1582888442.4749656
b'',1582888442.4749656,1582888444.4898767
b'',1582888444.4898767,1582888446.502201
b'',1582888446.502201,1582888448.5092595
b'',1582888448.5092595,1582888450.5134149
b'',1582888450.5134149,1582888452.523049
b'',1582888452.523049,1582888454.5325499
b'',1582888454.5325499,1582888456.5366194
b'',1582888456.5366194,1582888458.5430205
b'',1582888458.5430205,1582888460.555375
b'',1582888460.555375,1582888462.5676131
b'',1582888462.5676131,1582888464.5697935
b'',1582888464.5697935,1582888466.5728452
b'',1582888466.5728452,1582888468.5804636
b'',1582888468.5804636,1582888470.5957682
b'',1582888470.5957682,1582888472.5997684
b'',1582888472.5997684,1582888474.6092398
b'',1582888474.6092398,1582888476.621564
b'',1582888476.621564,1582888478.6326127
b'',1582888478.6326127,1582888480.6437438
b'',1582888480.6437438,1582888482.658995
b'',1582888482.658995,1582888484.659881
b'',1582888484.659881,1582888486.667488
b'',1582888486.667488,1582888488.674981
b'',1582888488.674981,1582888490.6856444
b'',1582888490.6856444,1582888492.689901
b'',1582888492.689901,1582888494.6905432
b'',1582888494.6905432,1582888496.6986437
b'',1582888496.6986437,1582888498.706929
b'',1582888498.706929,1582888500.7082217
b'',1582888500.7082217,1582888502.7084262
b'',1582888502.7084262,1582888504.712542
b'',1582888504.712542,1582888506.7216759
b'',1582888506.7216759,1582888508.7308884
b'',1582888508.7308884,1582888510.7315998
b'',1582888510.7315998,1582888512.7318408
b'',1582888512.7318408,1582888514.7388618
b'',1582888514.7388618,1582888516.7594962
b'',1582888516.7594962,1582888518.7645268
b'',1582888518.7645268,1582888520.7742453
b'',1582888520.7742453,1582888522.7758276
b'',1582888522.7758276,1582888524.7806537
b'',1582888524.7806537,1582888526.7859116
b'',1582888526.7859116,1582888528.7951174
b'',1582888528.7951174,1582888530.8104265
b'',1582888530.8104265,1582888532.8107746
b'',1582888532.8107746,1582888534.8250787
b'',1582888534.8250787,1582888536.8392754
b'',1582888536.8392754,1582888538.8416393
b'',1582888538.8416393,1582888540.846117
b'',1582888540.846117,1582888542.8545382
b'',1582888542.8545382,1582888544.867167
b'',1582888544.867167,1582888546.8791585
b'',1582888546.8791585,1582888548.8946655
b'',1582888548.8946655,1582888550.903414
b'',1582888550.903414,1582888552.916622
b'',1582888552.916622,1582888554.927041
b'',1582888554.927041,1582888556.9335825
b'',1582888556.9335825,1582888558.944245
b'',1582888558.944245,1582888560.959442
b'',1582888560.959442,1582888562.9606009
b'',1582888562.9606009,1582888564.9859357
b'',1582888564.9859357,1582888566.9944048
b'',1582888566.9944048,1582888569.0063093
b'',1582888569.0063093,1582888571.0181715
b'',1582888571.0181715,1582888573.0275905
b'',1582888573.0275905,1582888575.0372906
b'',1582888575.0372906,1582888577.0375204
b'',1582888577.0375204,1582888579.041828
b'',1582888579.041828,1582888581.0573578
b'',1582888581.0573578,1582888583.0680695
b'',1582888583.0680695,1582888585.072463
b'',1582888585.072463,1582888587.0819712
b'',1582888587.0819712,1582888589.0836477
b'',1582888589.0836477,1582888591.0960515
b'',1582888591.0960515,1582888593.0960991
b'',1582888593.0960991,1582888595.1027732
b'',1582888595.1027732,1582888597.1060483
b'',1582888597.1060483,1582888599.1132083
b'',1582888599.1132083,1582888601.123862
b'',1582888601.123862,1582888603.1279058
b'',1582888603.1279058,1582888605.132375
b'',1582888605.132375,1582888607.1359265
b'',1582888607.1359265,1582888609.1444585
b'',1582888609.1444585,1582888611.1452084
b'',1582888611.1452084,1582888613.1558602
b'',1582888613.1558602,1582888615.163004
b'',1582888615.163004,1582888617.1643467
b'',1582888617.1643467,1582888619.178778
b'',1582888619.178778,1582888621.1816728
b'',1582888621.1816728,1582888623.1822608
b'',1582888623.1822608,1582888625.191182
b'',1582888625.191182,1582888627.1990976
b'',1582888627.1990976,1582888629.2101812
b'',1582888629.2101812,1582888631.2163165
b'',1582888631.2163165,1582888633.2300577
b'',1582888633.2300577,1582888635.2343254
b'',1582888635.2343254,1582888637.2345548
b'',1582888637.2345548,1582888639.2463315
b'',1582888639.2463315,1582888641.2595437
b'',1582888641.2595437,1582888643.2712948
b'',1582888643.2712948,1582888645.2794588
b'',1582888645.2794588,1582888647.2926269
b'',1582888647.2926269,1582888649.3037477
b'',1582888649.3037477,1582888651.3039904
b'',1582888651.3039904,1582888653.312181
b'',1582888653.312181,1582888655.3209813
b'',1582888655.3209813,1582888657.3336265
b'',1582888657.3336265,1582888659.3456254
b'',1582888659.3456254,1582888661.3556314
b'',1582888661.3556314,1582888663.362773
b'',1582888663.362773,1582888665.3630104
b'',1582888665.3630104,1582888667.3782122
b'',1582888667.3782122,1582888669.3814688
b'',1582888669.3814688,1582888671.3948123
b'',1582888671.3948123,1582888673.4005437
b'',1582888673.4005437,1582888675.4045618
b'',1582888675.4045618,1582888677.417516
b'',1582888677.417516,1582888679.4246225
b'',1582888679.4246225,1582888681.4288042
b'',1582888681.4288042,1582888683.4404323
b'',1582888683.4404323,1582888685.4472044
b'',1582888685.4472044,1582888687.4498322
b'',1582888687.4498322,1582888689.4630818
b'',1582888689.4630818,1582888691.4779217
b'',1582888691.4779217,1582888693.4820201
b'',1582888693.4820201,1582888695.488341
b'',1582888695.488341,1582888697.490839
b'',1582888697.490839,1582888699.4965394
b'',1582888699.4965394,1582888701.5009477
b'',1582888701.5009477,1582888703.5047271
b'',1582888703.5047271,1582888705.5136409
b'',1582888705.5136409,1582888707.5273204
b'',1582888707.5273204,1582888709.5420198
b'',1582888709.5420198,1582888711.5485425
b'',1582888711.5485425,1582888713.5499136
b'',1582888713.5499136,1582888715.5584826
b'',1582888715.5584826,1582888717.5639586
b'',1582888717.5639586,1582888719.577834
b'',1582888719.577834,1582888721.5861874
b'',1582888721.5861874,1582888723.5864298
b'',1582888723.5864298,1582888725.5943065
b'',1582888725.5943065,1582888727.5974793
b'',1582888727.5974793,1582888729.6118016
b'',1582888729.6118016,1582888731.619264
b'',1582888731.619264,1582888733.623735
b'',1582888733.623735,1582888735.6242628
b'',1582888735.6242628,1582888737.6309237
b'',1582888737.6309237,1582888739.643099
b'',1582888739.643099,1582888741.6462235
b'',1582888741.6462235,1582888743.6581905
b'',1582888743.6581905,1582888745.663641
b'',1582888745.663641,1582888747.6776543
b'',1582888747.6776543,1582888749.6869695
b'',1582888749.6869695,1582888751.7015932
b'',1582888751.7015932,1582888753.705583
b'',1582888753.705583,1582888755.7178922
b'',1582888755.7178922,1582888757.7334244
b'',1582888757.7334244,1582888759.7379682
b'',1582888759.7379682,1582888761.7494674
b'',1582888761.7494674,1582888763.7556424
b'',1582888763.7556424,1582888765.7601566
b'',1582888765.7601566,1582888767.7675376
b'',1582888767.7675376,1582888769.773456
b'',1582888769.773456,1582888771.7815542
b'',1582888771.7815542,1582888773.7870665
b'',1582888773.7870665,1582888775.7948573
b'',1582888775.7948573,1582888777.8065586
b'',1582888777.8065586,1582888779.8149743
b'',1582888779.8149743,1582888781.8252647
b'',1582888781.8252647,1582888783.8334284
b'',1582888783.8334284,1582888785.8403597
b'',1582888785.8403597,1582888787.8475206
